old:	 userId = 0017550b3a324275a5d542e7d74a6d8b	 clientCode = [-9, -9, 43, 20, 43, 20, 63, 41, 83, -77, -97]	 channelId = 10000	 matchCode.A = [-9, -1, 43, 20, 43, 22, 63, 41, 83, -109, -65, 2, 0, -30, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -32, 76]	 matchCode.B = 6	 result.channel_id = 226
new:	 userId = 76b67a92800a4e169f336c9fc61b2512	 clientCode = [-1, -7, -48, 16, -64, 0, -69, 66, -72, -53, -3]	 channelId = 10000	 matchCode.A = [-1, -7, -48, 16, -56, 0, -69, 2, -72, -61, -3, 0, 0, 8, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -87, -105]	 matchCode.B = 4	 result.channel_id = 8
old:	 userId = 7700bc8e97794f9f89648275cdc121ab	 clientCode = [-126, -106, -3, 7, -75, -32, -128, -68, 85, 77, -106]	 channelId = 4	 matchCode.A = [-126, -106, -3, 7, -75, -32, -128, -108, 84, 77, -106, 1, 0, 4, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 117, -51]	 matchCode.B = 11	 result.channel_id = 4
new:	 userId = 7700bc8e97794f9f89648275cdc121ab	 clientCode = [-126, -106, -3, 7, -75, -32, -128, -68, 85, 77, -106]	 channelId = 4	 matchCode.A = [-126, -106, -3, 7, -75, -32, -128, -108, 84, 77, -106, 1, 0, 4, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 117, -51]	 matchCode.B = 11	 result.channel_id = 4
old:	 userId = 77324436cdf44981960dcbb4a29f892f	 clientCode = [9, 0, 16, -1, 7, 0, 1, 4, -113, -13, -33]	 channelId = 10000	 matchCode.A = [9, 0, 16, -1, 7, 0, 5, 0, -113, -13, -41, 1, 0, 4, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 24, -119]	 matchCode.B = 3	 result.channel_id = 4
new:	 userId = 77324436cdf44981960dcbb4a29f892f	 clientCode = [9, 0, 16, -1, 7, 0, 1, 4, -113, -13, -33]	 channelId = 10000	 matchCode.A = [9, 0, 16, -1, 7, 0, 5, 0, -113, -13, -41, 1, 0, 4, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 24, -119]	 matchCode.B = 3	 result.channel_id = 4
old:	 userId = 7732f964aa1f40468997b4b3f7ecde79	 clientCode = [15, 9, 20, -7, -42, 104, -88, -48, -88, 1, -19]	 channelId = 10000	 matchCode.A = [15, 9, 20, -7, -42, 104, -72, -48, -88, 1, -19, 0, 0, 13, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -8, 86]	 matchCode.B = 7	 result.channel_id = 13
new:	 userId = 7732f964aa1f40468997b4b3f7ecde79	 clientCode = [15, 9, 20, -7, -42, 104, -88, -48, -88, 1, -19]	 channelId = 10000	 matchCode.A = [15, 9, 20, -7, -42, 104, -72, -48, -88, 1, -19, 0, 0, 13, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -8, 86]	 matchCode.B = 7	 result.channel_id = 13
old:	 userId = 77472ec551a247a4986ba9385bf48dbd	 clientCode = [-21, -44, 57, 41, 63, 32, -44, -106, 29, 4, -105]	 channelId = 10000	 matchCode.A = [-5, -44, 57, 43, 63, 96, -42, -106, 29, 4, -105, 1, 0, -44, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 49, -80]	 matchCode.B = 11	 result.channel_id = 212
new:	 userId = 77472ec551a247a4986ba9385bf48dbd	 clientCode = [-21, -44, 57, 41, 63, 32, -44, -106, 29, 4, -105]	 channelId = 10000	 matchCode.A = [-5, -44, 57, 43, 63, 96, -42, -106, 29, 4, -105, 1, 0, -44, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 49, -80]	 matchCode.B = 11	 result.channel_id = 212
old:	 userId = 778649636e4541288dc6dbee7c000e9b	 clientCode = [105, -3, 105, 63, 41, -12, -12, -21, -101, 10, -100]	 channelId = 10000	 matchCode.A = [105, -3, 105, 47, 41, -4, -12, -17, -101, 10, -100, 4, 0, -26, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 30, 41]	 matchCode.B = 3	 result.channel_id = 230
new:	 userId = 778649636e4541288dc6dbee7c000e9b	 clientCode = [105, -3, 105, 63, 41, -12, -12, -21, -101, 10, -100]	 channelId = 10000	 matchCode.A = [105, -3, 105, 47, 41, -4, -12, -17, -101, 10, -100, 4, 0, -26, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 30, 41]	 matchCode.B = 3	 result.channel_id = 230
old:	 userId = 77929fc5243f4718bfa66ab164a268bb	 clientCode = [-8, -16, -32, 22, -108, -12, -16, -16, -104, 72, -67]	 channelId = 10000	 matchCode.A = [-72, -8, -32, 20, -108, -12, -16, -16, -104, 72, -65, 0, 0, 5, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -67, 81]	 matchCode.B = 5	 result.channel_id = 5
new:	 userId = 77929fc5243f4718bfa66ab164a268bb	 clientCode = [-8, -16, -32, 22, -108, -12, -16, -16, -104, 72, -67]	 channelId = 10000	 matchCode.A = [-72, -8, -32, 20, -108, -12, -16, -16, -104, 72, -65, 0, 0, 5, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -67, 81]	 matchCode.B = 5	 result.channel_id = 5
old:	 userId = 779cf582b6314a06b52e4939123107d1	 clientCode = [-106, -7, 8, -126, 11, -48, 61, 104, -54, -45, -71]	 channelId = 10000	 matchCode.A = [-106, -7, 8, -122, 11, -48, 61, 104, -54, 83, -3, 1, 0, 11, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 48, -97]	 matchCode.B = 2	 result.channel_id = 11
new:	 userId = 779cf582b6314a06b52e4939123107d1	 clientCode = [-106, -7, 8, -126, 11, -48, 61, 104, -54, -45, -71]	 channelId = 10000	 matchCode.A = [-106, -7, 8, -122, 11, -48, 61, 104, -54, 83, -3, 1, 0, 11, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 48, -97]	 matchCode.B = 2	 result.channel_id = 11
new:	 userId = 77b46a921ee1450188a9e4ddb5c1c86d	 clientCode = [2, -19, 8, 64, 8, 66, -1, -31, 91, -40, -3]	 channelId = 10000	 matchCode.A = [2, -19, 8, 0, 8, 2, -1, -32, 91, -38, -3, 3, 0, 10, -84, 31, 11, -104, 0, 0, 1, 98, 60, -30, -15, -12]	 matchCode.B = 17	 result.channel_id = 10
old:	 userId = 77c1a7f8160a471f928feaaeab38e86a	 clientCode = [-99, 22, 41, -65, 40, -98, -97, 11, 31, 23, 22]	 channelId = 10000	 matchCode.A = [-113, 22, 41, -65, 40, -98, -97, 27, 31, 23, 22, 1, 0, 7, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -62, 59]	 matchCode.B = 12	 result.channel_id = 7
new:	 userId = 77c1a7f8160a471f928feaaeab38e86a	 clientCode = [-99, 22, 41, -65, 40, -98, -97, 11, 31, 23, 22]	 channelId = 10000	 matchCode.A = [-113, 22, 41, -65, 40, -98, -97, 27, 31, 23, 22, 1, 0, 7, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -62, 59]	 matchCode.B = 12	 result.channel_id = 7
old:	 userId = 77ccd00f2cab40168ec740f67bd3a65f	 clientCode = [-45, 22, 107, 9, 120, 105, -42, -74, 23, 28, 0]	 channelId = 10000	 matchCode.A = [-61, 22, 107, 41, 112, 105, -42, -10, 23, 28, 0, 0, 0, -44, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 3, 15]	 matchCode.B = 7	 result.channel_id = 212
new:	 userId = 77ccd00f2cab40168ec740f67bd3a65f	 clientCode = [-45, 22, 107, 9, 120, 105, -42, -74, 23, 28, 0]	 channelId = 10000	 matchCode.A = [-61, 22, 107, 41, 112, 105, -42, -10, 23, 28, 0, 0, 0, -44, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 3, 15]	 matchCode.B = 8	 result.channel_id = 212
old:	 userId = 77d091b24ec647c79e5822cd7a28f1ca	 clientCode = [-105, -1, 40, -103, 64, 41, -41, -2, 91, 15, -65]	 channelId = 10000	 matchCode.A = [-105, 127, 40, -119, 64, 40, -41, -2, 91, 13, -65, 1, 0, -44, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -116, -1]	 matchCode.B = 13	 result.channel_id = 212
new:	 userId = 77d091b24ec647c79e5822cd7a28f1ca	 clientCode = [-105, -1, 40, -103, 64, 41, -41, -2, 91, 15, -65]	 channelId = 10000	 matchCode.A = [-105, 127, 40, -119, 64, 40, -41, -2, 91, 13, -65, 1, 0, -44, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -116, -1]	 matchCode.B = 13	 result.channel_id = 212
old:	 userId = 77f4826fc8474b428e34ce71db684c3c	 clientCode = [8, 64, -112, -16, -1, 31, 10, 16, -20, -15, 64]	 channelId = 10000	 matchCode.A = [8, 64, -112, -16, -1, -97, 10, 16, -20, -7, 64, 2, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 29, -96]	 matchCode.B = 5	 result.channel_id = 8
new:	 userId = 77f4826fc8474b428e34ce71db684c3c	 clientCode = [8, 64, -112, -16, -1, 31, 10, 16, -20, -15, 64]	 channelId = 10000	 matchCode.A = [8, 64, -112, -16, -1, -97, 10, 16, -20, -7, 64, 2, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 29, -96]	 matchCode.B = 5	 result.channel_id = 8
old:	 userId = 781ec877a4af428db6d40bc2500e8fdb	 clientCode = [31, 79, 31, -17, 72, -9, -1, -17, 67, 12, -82]	 channelId = 10000	 matchCode.A = [31, 15, 31, -17, 64, -9, -1, -17, 67, 12, -114, 1, 0, -35, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -119, 109]	 matchCode.B = 3	 result.channel_id = 221
new:	 userId = 781ec877a4af428db6d40bc2500e8fdb	 clientCode = [31, 79, 31, -17, 72, -9, -1, -17, 67, 12, -82]	 channelId = 10000	 matchCode.A = [31, 15, 31, -17, 64, -9, -1, -17, 67, 12, -114, 1, 0, -35, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -119, 109]	 matchCode.B = 3	 result.channel_id = 221
old:	 userId = 7843d56aae0a4cd19aa330e0d0a4c039	 clientCode = [-4, -39, 23, -106, 20, -106, 47, -32, -31, 120, 105]	 channelId = 10000	 matchCode.A = [-4, -39, 23, -106, 21, -105, 47, -16, -31, 112, 105, 3, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -106, -90]	 matchCode.B = 15	 result.channel_id = 1
new:	 userId = 7843d56aae0a4cd19aa330e0d0a4c039	 clientCode = [-4, -39, 23, -106, 20, -106, 47, -32, -31, 120, 105]	 channelId = 10000	 matchCode.A = [-4, -39, 23, -106, 21, -105, 47, -16, -31, 112, 105, 3, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -106, -90]	 matchCode.B = 15	 result.channel_id = 1
old:	 userId = 7845b69b2fac4a43b5a3d1bd97119aab	 clientCode = [11, -10, 104, 127, -9, -16, -48, 25, 31, -115, -1]	 channelId = 10000	 matchCode.A = [11, -10, 104, 111, -10, -16, -112, 25, 31, -123, -1, 3, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 57, -124]	 matchCode.B = 6	 result.channel_id = 8
new:	 userId = 7845b69b2fac4a43b5a3d1bd97119aab	 clientCode = [11, -10, 104, 127, -9, -16, -48, 25, 31, -115, -1]	 channelId = 10000	 matchCode.A = [11, -10, 104, 111, -10, -16, -112, 25, 31, -123, -1, 3, 0, 8, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 57, -124]	 matchCode.B = 6	 result.channel_id = 8
old:	 userId = 78738d47558342eca0b890d83fad4daa	 clientCode = [41, 2, 64, 43, 66, 47, 64, -32, -66, 54, 64]	 channelId = 10000	 matchCode.A = [41, 2, 0, 43, 66, 47, 64, 64, -66, 55, 64, 2, 0, -47, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -14, -121]	 matchCode.B = 4	 result.channel_id = 209
new:	 userId = 78738d47558342eca0b890d83fad4daa	 clientCode = [41, 2, 64, 43, 66, 47, 64, -32, -66, 54, 64]	 channelId = 10000	 matchCode.A = [41, 2, 0, 43, 66, 47, 64, 64, -66, 55, 64, 2, 0, -47, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -14, -121]	 matchCode.B = 4	 result.channel_id = 209
old:	 userId = 7878bd3a04fb461ca0ff14689da4c320	 clientCode = [-24, -23, 6, -12, 2, 7, 47, 71, -64, -5, -23]	 channelId = 10000	 matchCode.A = [-24, -23, -58, -12, 2, -105, 47, 71, -64, -5, -23, 3, 0, 3, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 19, -87]	 matchCode.B = 4	 result.channel_id = 3
new:	 userId = 7878bd3a04fb461ca0ff14689da4c320	 clientCode = [-24, -23, 6, -12, 2, 7, 47, 71, -64, -5, -23]	 channelId = 10000	 matchCode.A = [-24, -23, -58, -12, 2, -105, 47, 71, -64, -5, -23, 3, 0, 3, -84, 31, 11, -104, 0, 0, 1, 98, 60, -28, 19, -87]	 matchCode.B = 4	 result.channel_id = 3
old:	 userId = 78852b0a420e4271b816623e830d0c39	 clientCode = [-8, -32, -32, 22, 20, -12, -16, -32, -3, 68, 0]	 channelId = 10000	 matchCode.A = [-8, -32, -32, 20, 22, -16, -16, -16, -3, 68, 0, 4, 0, 5, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -110, 63]	 matchCode.B = 7	 result.channel_id = 5
new:	 userId = 78852b0a420e4271b816623e830d0c39	 clientCode = [-8, -32, -32, 22, 20, -12, -16, -32, -3, 68, 0]	 channelId = 10000	 matchCode.A = [-8, -32, -32, 20, 22, -16, -16, -16, -3, 68, 0, 4, 0, 5, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -110, 63]	 matchCode.B = 7	 result.channel_id = 5
old:	 userId = 7898b98907db4a2d897c08bd68781e3c	 clientCode = [15, 23, 15, 31, 15, -65, 23, 15, 23, 23, 23]	 channelId = 10000	 matchCode.A = [3, 23, 15, 23, 15, -97, 23, 15, 23, 23, 23, 0, 0, 2, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 1, 123]	 matchCode.B = 18	 result.channel_id = 2
new:	 userId = 7898b98907db4a2d897c08bd68781e3c	 clientCode = [15, 23, 15, 31, 15, -65, 23, 15, 23, 23, 23]	 channelId = 10000	 matchCode.A = [3, 23, 15, 23, 15, -97, 23, 15, 23, 23, 23, 0, 0, 2, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 1, 123]	 matchCode.B = 18	 result.channel_id = 2
old:	 userId = 789c7ff858974b8f8ac4b8d884257709	 clientCode = [-1, 73, 0, 8, -5, 13, 15, 127, 50, -5, 32]	 channelId = 10000	 matchCode.A = [-1, 65, 0, 8, -5, 5, 31, 119, 50, -5, 32, 4, 0, -44, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -102, 46]	 matchCode.B = 5	 result.channel_id = 212
new:	 userId = 789c7ff858974b8f8ac4b8d884257709	 clientCode = [-1, 73, 0, 8, -5, 13, 15, 127, 50, -5, 32]	 channelId = 10000	 matchCode.A = [-1, 65, 0, 8, -5, 5, 31, 119, 50, -5, 32, 4, 0, -44, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -102, 46]	 matchCode.B = 5	 result.channel_id = 212
old:	 userId = 789c98ed7b0744b8b4b6f704e676c531	 clientCode = [-1, 72, -106, 0, -44, 43, 110, -97, 56, -75, 2]	 channelId = 10000	 matchCode.A = [-1, 64, -106, 0, -44, 11, 74, -97, 56, -75, 2, 0, 0, 12, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -79, 123]	 matchCode.B = 11	 result.channel_id = 12
new:	 userId = 789c98ed7b0744b8b4b6f704e676c531	 clientCode = [-1, 72, -106, 0, -44, 43, 110, -97, 56, -75, 2]	 channelId = 10000	 matchCode.A = [-1, 64, -106, 0, -44, 11, 74, -97, 56, -75, 2, 0, 0, 12, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -79, 123]	 matchCode.B = 11	 result.channel_id = 12
old:	 userId = 78a3965054c340b7b0f1000b9b8b8d90	 clientCode = [-17, -9, -25, 7, 23, 0, -97, 31, 23, 71, 20]	 channelId = 10000	 matchCode.A = [-17, -25, -26, 15, 23, 0, -97, 31, 23, 71, 4, 0, 0, -46, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -10, -73]	 matchCode.B = 1	 result.channel_id = 210
new:	 userId = 78a3965054c340b7b0f1000b9b8b8d90	 clientCode = [-17, -9, -25, 7, 23, 0, -97, 31, 23, 71, 20]	 channelId = 10000	 matchCode.A = [-17, -25, -26, 15, 23, 0, -97, 31, 23, 71, 4, 0, 0, -46, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -10, -73]	 matchCode.B = 1	 result.channel_id = 210
old:	 userId = 78c5e1c794f64b94a04829f5960c9a0e	 clientCode = [-41, -105, -97, -16, -16, 19, 7, 111, 68, -38, -24]	 channelId = 10000	 matchCode.A = [-41, -105, -97, -16, -16, 19, 39, 111, 68, -6, -24, 2, 0, -26, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -45, -7]	 matchCode.B = 4	 result.channel_id = 230
new:	 userId = 78c5e1c794f64b94a04829f5960c9a0e	 clientCode = [-41, -105, -97, -16, -16, 19, 7, 111, 68, -38, -24]	 channelId = 10000	 matchCode.A = [-41, -105, -97, -16, -16, 19, 39, 111, 68, -6, -24, 2, 0, -26, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -45, -7]	 matchCode.B = 4	 result.channel_id = 230
old:	 userId = 78ec3a0ed5ef41f2964b4f2af8fc5485	 clientCode = [-42, -4, -39, -112, 63, -48, 31, 11, -33, -45, -33]	 channelId = 10000	 matchCode.A = [-42, -4, -7, -112, 63, -48, 31, 11, -49, -45, -33, 4, 0, 12, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 123, -10]	 matchCode.B = 14	 result.channel_id = 12
new:	 userId = 78ec3a0ed5ef41f2964b4f2af8fc5485	 clientCode = [-42, -4, -39, -112, 63, -48, 31, 11, -33, -45, -33]	 channelId = 10000	 matchCode.A = [-42, -4, -7, -112, 63, -48, 31, 11, -49, -45, -33, 4, 0, 12, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 123, -10]	 matchCode.B = 14	 result.channel_id = 12
old:	 userId = 791407ffe1bc4e7c837fa8364b06e9af	 clientCode = [8, 0, 41, -1, 41, 45, 2, 109, -25, 63, 2]	 channelId = 10000	 matchCode.A = [8, 64, 41, -1, 41, 45, 2, 109, -30, 63, 2, 0, 0, -53, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -116, -70]	 matchCode.B = 18	 result.channel_id = 203
new:	 userId = 791407ffe1bc4e7c837fa8364b06e9af	 clientCode = [8, 0, 41, -1, 41, 45, 2, 109, -25, 63, 2]	 channelId = 10000	 matchCode.A = [8, 64, 41, -1, 41, 45, 2, 109, -30, 63, 2, 0, 0, -53, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -116, -70]	 matchCode.B = 18	 result.channel_id = 203
old:	 userId = 791416d616ca4c4891c99d61b367e5e9	 clientCode = [11, 28, 0, 104, -48, -1, -1, -1, 75, -56, -112]	 channelId = 13	 matchCode.A = [11, 28, 0, 104, -112, -1, -1, -1, 73, -56, -112, 0, 0, 13, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -2, -81]	 matchCode.B = 6	 result.channel_id = 13
new:	 userId = 791416d616ca4c4891c99d61b367e5e9	 clientCode = [11, 28, 0, 104, -48, -1, -1, -1, 75, -56, -112]	 channelId = 13	 matchCode.A = [11, 28, 0, 104, -112, -1, -1, -1, 73, -56, -112, 0, 0, 13, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -2, -81]	 matchCode.B = 6	 result.channel_id = 13
old:	 userId = 792be212a536439ab876243d1a2e4451	 clientCode = [0, -1, -1, -42, 63, -105, 2, 43, -27, 115, 0]	 channelId = 301	 matchCode.A = [0, -1, -1, -42, 63, -105, 43, 43, -27, 113, 0, 1, 1, 45, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -52, -34]	 matchCode.B = 3	 result.channel_id = 301
new:	 userId = 792be212a536439ab876243d1a2e4451	 clientCode = [0, -1, -1, -42, 63, -105, 2, 43, -27, 115, 0]	 channelId = 301	 matchCode.A = [0, -1, -1, -42, 63, -105, 43, 43, -27, 113, 0, 1, 1, 45, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -52, -34]	 matchCode.B = 3	 result.channel_id = 301
old:	 userId = 7941f1c77ccc4459b03ba2793ccb0d3f	 clientCode = [-44, 64, 24, -108, -32, -108, 3, -97, -34, -3, -16]	 channelId = 10000	 matchCode.A = [-44, 64, 16, -108, -16, -108, 3, -97, -52, -3, -16, 2, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -30, -1, 8]	 matchCode.B = 17	 result.channel_id = 1
new:	 userId = 7941f1c77ccc4459b03ba2793ccb0d3f	 clientCode = [-44, 64, 24, -108, -32, -108, 3, -97, -34, -3, -16]	 channelId = 10000	 matchCode.A = [-44, 64, 16, -108, -16, -108, 3, -97, -52, -3, -16, 2, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -30, -1, 8]	 matchCode.B = 17	 result.channel_id = 1
old:	 userId = 7988e77dcb274400bf3c6f2c36dafef1	 clientCode = [96, -39, 63, -9, 63, -105, 47, -4, -31, 112, 105]	 channelId = 10000	 matchCode.A = [96, -39, 63, -9, 29, -105, 47, -16, -31, 112, 105, 2, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -91, -117]	 matchCode.B = 15	 result.channel_id = 1
new:	 userId = 7988e77dcb274400bf3c6f2c36dafef1	 clientCode = [96, -39, 63, -9, 63, -105, 47, -4, -31, 112, 105]	 channelId = 10000	 matchCode.A = [96, -39, 63, -9, 29, -105, 47, -16, -31, 112, 105, 2, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -91, -117]	 matchCode.B = 15	 result.channel_id = 1
old:	 userId = 798eed6487fe4f42ae91555aaf252f42	 clientCode = [-33, 31, 0, -81, 31, -14, -23, 0, 25, -81, 18]	 channelId = 10000	 matchCode.A = [-33, 63, 0, -65, 31, -80, -23, 0, 25, -81, 18, 0, 0, 4, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 24, -42]	 matchCode.B = 1	 result.channel_id = 4
new:	 userId = 798eed6487fe4f42ae91555aaf252f42	 clientCode = [-33, 31, 0, -81, 31, -14, -23, 0, 25, -81, 18]	 channelId = 10000	 matchCode.A = [-33, 63, 0, -65, 31, -80, -23, 0, 25, -81, 18, 0, 0, 4, -84, 31, 6, -70, 0, 0, 1, 98, 60, -28, 24, -42]	 matchCode.B = 1	 result.channel_id = 4
old:	 userId = 79950b72b6094db890f2257a98836483	 clientCode = [-105, 11, 9, 15, 127, 11, 1, -97, 59, 49, 3]	 channelId = 212	 matchCode.A = [-105, 11, 9, 15, 127, 11, 9, -106, 59, 49, 11, 1, 0, -44, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 69, 119]	 matchCode.B = 1	 result.channel_id = 212
new:	 userId = 79950b72b6094db890f2257a98836483	 clientCode = [-105, 11, 9, 15, 127, 11, 1, -97, 59, 49, 3]	 channelId = 212	 matchCode.A = [-105, 11, 9, 15, 127, 11, 9, -106, 59, 49, 11, 1, 0, -44, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, 69, 119]	 matchCode.B = 1	 result.channel_id = 212
old:	 userId = 79b8199e8fe34e8a824a9a6c246e54a0	 clientCode = [123, -113, 126, 63, 18, 16, -12, -28, 49, 94, 31]	 channelId = 10000	 matchCode.A = [123, -113, 126, 63, 18, 16, -12, -20, 49, 94, 30, 1, 0, 3, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 96, 116]	 matchCode.B = 15	 result.channel_id = 3
new:	 userId = 79b8199e8fe34e8a824a9a6c246e54a0	 clientCode = [123, -113, 126, 63, 18, 16, -12, -28, 49, 94, 31]	 channelId = 10000	 matchCode.A = [123, -113, 126, 63, 18, 16, -12, -20, 49, 94, 30, 1, 0, 3, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 96, 116]	 matchCode.B = 15	 result.channel_id = 3
old:	 userId = 79d246167791461ba8205b053c34b76e	 clientCode = [86, -99, 103, 0, 3, 76, -108, 96, 83, 82, -65]	 channelId = 4	 matchCode.A = [-42, -107, 103, 0, 11, 76, -112, 96, 83, 82, -65, 0, 0, 4, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -53, 1]	 matchCode.B = 3	 result.channel_id = 4
new:	 userId = 79d246167791461ba8205b053c34b76e	 clientCode = [86, -99, 103, 0, 3, 76, -108, 96, 83, 82, -65]	 channelId = 4	 matchCode.A = [-42, -107, 103, 0, 11, 76, -112, 96, 83, 82, -65, 0, 0, 4, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, -53, 1]	 matchCode.B = 3	 result.channel_id = 4
old:	 userId = 79ddb67530d54113838f3ced32c7992c	 clientCode = [105, 64, -41, 63, -99, -17, 0, -3, 52, 28, 0]	 channelId = 10000	 matchCode.A = [41, 64, -1, 63, -67, -17, 0, -3, 52, 28, 0, 0, 0, -53, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 94, 62]	 matchCode.B = 1	 result.channel_id = 203
new:	 userId = 79ddb67530d54113838f3ced32c7992c	 clientCode = [105, 64, -41, 63, -99, -17, 0, -3, 52, 28, 0]	 channelId = 10000	 matchCode.A = [41, 64, -1, 63, -67, -17, 0, -3, 52, 28, 0, 0, 0, -53, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 94, 62]	 matchCode.B = 1	 result.channel_id = 203
old:	 userId = 79e2c8f0a4324d33befb0d9cc54da4e8	 clientCode = [16, -107, 3, -10, -23, 7, -105, 111, -62, -38, -16]	 channelId = 10000	 matchCode.A = [16, -105, 11, -10, 105, 23, -105, 111, -62, -38, -16, 2, 0, 14, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 127, 114]	 matchCode.B = 6	 result.channel_id = 14
new:	 userId = 79e2c8f0a4324d33befb0d9cc54da4e8	 clientCode = [16, -107, 3, -10, -23, 7, -105, 111, -62, -38, -16]	 channelId = 10000	 matchCode.A = [16, -105, 11, -10, 105, 23, -105, 111, -62, -38, -16, 2, 0, 14, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 127, 114]	 matchCode.B = 6	 result.channel_id = 14
old:	 userId = 79e44b80f3f9411aaa4f2c5c58fe623a	 clientCode = [-16, 64, 24, -128, -32, -106, 3, 22, -20, -35, 64]	 channelId = 10000	 matchCode.A = [-16, 64, 24, -128, -16, -34, 1, 22, -20, -35, 64, 1, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 35, 42]	 matchCode.B = 5	 result.channel_id = 1
new:	 userId = 79e44b80f3f9411aaa4f2c5c58fe623a	 clientCode = [-16, 64, 24, -128, -32, -106, 3, 22, -20, -35, 64]	 channelId = 10000	 matchCode.A = [-16, 64, 24, -128, -16, -34, 1, 22, -20, -35, 64, 1, 0, 1, -84, 31, 11, -104, 0, 0, 1, 98, 60, -29, 35, 42]	 matchCode.B = 5	 result.channel_id = 1
old:	 userId = 7a27a51b6b954b19bfb65b3bca744717	 clientCode = [-12, -15, -21, 0, 2, -32, -2, -32, -13, -62, 25]	 channelId = 10000	 matchCode.A = [-12, -15, -21, -128, 0, -32, -2, -24, -13, -62, 25, 0, 0, 6, -84, 31, 6, -70, 0, 0, 1, 98, 60, -29, -43, -9]	 matchCode.B = 6	 result.channel_id = 6
